Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON,Row key,Family,Eligible row,Eligible timed row,Analysis minutes,Decision marker positive,INT explicit numeric,Recorded line count,Linked observed case,Dated case reference,Reviewed Analytical activity,Reviewed Activity confidence,Reviewed Purchasing stage,Reviewed Stage confidence,Reviewed Combined components,Reviewed Current Task IDs,Reviewed Register status and confidence,Enrichment reviewed on,Enrichment status,Additional evidence,Recorded clock interval minutes,Concurrent overlap minutes,Classification limitation,Source raw SHA256
2026-09-23,Baseline,1,OBS-01,PO,"Prepare, amend or release a purchase order",C,Ordering,C,INCLUDE,VALID,3,3,Exact recorded interval,11:03,11:06,4L,/,/,Generate the PO and perform Verrichten.,,17;19,Mapped / P,PO generation and Verrichten are explicitly observed. Broad preparation/release is clear; exact register coverage remains provisional and no separate authorization check or Fiatteren is inferred.,,,Arno,live_family,,,,,1: OBS-01; 11:03 to 11:06,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-01 | PO | 11:03 | 11:06 | 4L | / | / | Generate the PO and perform Verrichten. |,"{""Case"": ""OBS-01"", ""Activity"": ""PO"", ""Start"": ""11:03"", ""End"": ""11:06"", ""Volume"": ""4L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Generate the PO and perform Verrichten.""}",2026-09-23 / row 1,PO,1,1,3,0,,4,2026-09-23 / OBS-01,2026-09-23 / OBS-01,"Prepare, amend or release a purchase order",C,Ordering,C,,17;19,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,,3,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,48,OBS-15,CLAR,Unresolved activity,?,Unresolved stage,?,INCLUDE,VALID,7,7,Exact recorded interval,13:30,13:37,/,/,/,,,unassigned,Unresolved / ?,The blank CLAR interval establishes no detailed question or stage. Preserve the recorded purchasing work; missing detail alone does not create a scope exclusion.,,,Arno,live_family,,,,,48: OBS-15; 13:30 to 13:37,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-15 | CLAR | 13:30 | 13:37 | / | / | / | |,"{""Case"": ""OBS-15"", ""Activity"": ""CLAR"", ""Start"": ""13:30"", ""End"": ""13:37"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 48,CLAR,1,1,7,0,,,2026-09-23 / OBS-15,2026-09-23 / OBS-15,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,7,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,49,OBS-16,REQ-desk,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,,Untimed,,/,/,/,/,,,unassigned,Unresolved / ?,"Desk intake precedes a logistics tracing episode, but its own subject is not recorded. Do not automatically inherit inclusion or exclusion; preserve scope review and missing duration.",,,Arno,live_family,,,,,49: OBS-16; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-16 | REQ-desk | | / | / | / | / | |,"{""Case"": ""OBS-16"", ""Activity"": ""REQ-desk"", ""Start"": """", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 49,REQ,0,0,,0,,,2026-09-23 / OBS-16,2026-09-23 / OBS-16,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,,,Scope requires observer clarification,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,50,OBS-16,CLAR,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,5,Exact recorded interval,13:37,13:42,/,/,/,,,unassigned,Unresolved / ?,"The five-minute CLAR precedes explicit logistics tracing, but its content is blank. Its relationship to excluded tracing is unresolved; keep REVIEW_SCOPE rather than allocating these minutes to either scope.",,,Arno,live_family,,,,,50: OBS-16; 13:37 to 13:42,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-16 | CLAR | 13:37 | 13:42 | / | / | / | |,"{""Case"": ""OBS-16"", ""Activity"": ""CLAR"", ""Start"": ""13:37"", ""End"": ""13:42"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 50,CLAR,0,0,,0,,,2026-09-23 / OBS-16,2026-09-23 / OBS-16,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,5,,Scope requires observer clarification,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,51,OBS-16,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,ELAPSED_ONLY,,,Elapsed clock interval; active duration unestablished,13:42,14:24,/,/,/,Arno left his desk to help Maurice locate a missing item that Logistics had already received and stored.,,unassigned,U / C,"The confirmed activity is locating an item already received, stored and processed by Logistics. Original EXC and logistics exclusion apply. The 42-minute clock interval does not establish continuously observed active work and is retained only as elapsed-boundary metadata.",,,Arno,live_family,,,,,51: OBS-16; 13:42 to 14:24,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-16 | EXC | 13:42 | 14:24 | / | / | / | Arno left his desk to help Maurice locate a missing item that Logistics had already received and stored. |,"{""Case"": ""OBS-16"", ""Activity"": ""EXC"", ""Start"": ""13:42"", ""End"": ""14:24"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Arno left his desk to help Maurice locate a missing item that Logistics had already received and stored.""}",2026-09-23 / row 51,EXC,0,0,,0,,,2026-09-23 / OBS-16,2026-09-23 / OBS-16,Unresolved activity,?,Unresolved stage,?,,unassigned,U / C,2026-09-25,Reviewed; retain explicit uncertainties,,42,,42 elapsed clock minutes; continuous active work and observer presence not established. EXC remains excluded.,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,52,OBS-17,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,14:24,14:26,/,/,/,Germaine asked about an order.,,unassigned,Unresolved / ?,"Germaine’s order question is recorded as EXC, with no detail sufficient for a purchasing stage. Preserve its exclusion independently of the later item-creation rows sharing OBS-17.",,,Arno,live_family,,,,,52: OBS-17; 14:24 to 14:26,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-17 | EXC | 14:24 | 14:26 | / | / | / | Germaine asked about an order. |,"{""Case"": ""OBS-17"", ""Activity"": ""EXC"", ""Start"": ""14:24"", ""End"": ""14:26"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Germaine asked about an order.""}",2026-09-23 / row 52,EXC,0,0,,0,,,2026-09-23 / OBS-17,2026-09-23 / OBS-17,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,53,OBS-17,REQ-mail,Maintain purchasing master data,C,Unresolved stage,?,INCLUDE,VALID,,,Untimed,,/,/,/,/,Create an item.,,unassigned,U / C,"The explicit item-creation request supports master-data intake/coordination, not observed completion of creation. Preserve confirmed OBS-17; do not inherit the preceding EXC exclusion or invent a cross-task case identity.",,,Arno,live_family,,,,,53: OBS-17; untimed,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-17 | REQ-mail | | / | / | / | / | Create an item. |,"{""Case"": ""OBS-17"", ""Activity"": ""REQ-mail"", ""Start"": """", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Create an item.""}",2026-09-23 / row 53,REQ,1,0,,0,,,2026-09-23 / OBS-17,2026-09-23 / OBS-17,Maintain purchasing master data,C,Unresolved stage,?,,unassigned,U / C,2026-09-25,Reviewed; retain explicit uncertainties,,,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,54,OBS-17,CLAR,Maintain purchasing master data,P,Unresolved stage,?,INCLUDE,VALID,7,7,Exact recorded interval,14:40,14:47,/,/,/,,,unassigned,U / P,"Blank CLAR immediately follows the explicit item-creation request under the confirmed same OBS-17. Master-data support is provisional; no particular technical requirement, entry action or stage is established. The earlier EXC is a separate scope decision.",,,Arno,live_family,,,,,54: OBS-17; 14:40 to 14:47,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-17 | CLAR | 14:40 | 14:47 | / | / | / | |,"{""Case"": ""OBS-17"", ""Activity"": ""CLAR"", ""Start"": ""14:40"", ""End"": ""14:47"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}",2026-09-23 / row 54,CLAR,1,1,7,0,,,2026-09-23 / OBS-17,2026-09-23 / OBS-17,Maintain purchasing master data,P,Unresolved stage,?,,unassigned,U / P,2026-09-25,Reviewed; retain explicit uncertainties,,7,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,55,OBS-18,SEND,Unresolved activity,?,Unresolved stage,?,EXCLUDE_LOGISTICS,VALID,,2,Exact recorded interval,14:47,14:49,/,/,/,/,,unassigned,Unresolved / ?,"The spanning case note concerns transport-company arrival timing, supporting logistics exclusion. It explicitly does not assign the enquiry to this particular SEND row; retain unknown row purpose, document and stage.",,,Arno,live_family,,,,,55: OBS-18; 14:47 to 14:49,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-18 | SEND | 14:47 | 14:49 | / | / | / | / |,"{""Case"": ""OBS-18"", ""Activity"": ""SEND"", ""Start"": ""14:47"", ""End"": ""14:49"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 55,SEND,0,0,,0,,,2026-09-23 / OBS-18,2026-09-23 / OBS-18,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,56,OBS-18,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,14:50,14:52,/,/,/,Forward relevant information to the relevant stakeholders; see case note below.,,unassigned,Unresolved / ?,"Relevant information is forwarded to stakeholders within the transport case. Preserve original EXC/logistics exclusion. The case-level arrival enquiry is not localized to this row, so do not manufacture a specific monitoring action.",,,Arno,live_family,,,,,56: OBS-18; 14:50 to 14:52,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-18 | EXC | 14:50 | 14:52 | / | / | / | Forward relevant information to the relevant stakeholders; see case note below. |,"{""Case"": ""OBS-18"", ""Activity"": ""EXC"", ""Start"": ""14:50"", ""End"": ""14:52"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Forward relevant information to the relevant stakeholders; see case note below.""}",2026-09-23 / row 56,EXC,0,0,,0,,,2026-09-23 / OBS-18,2026-09-23 / OBS-18,Unresolved activity,?,Unresolved stage,?,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,57,OBS-19,PO,"Assess demand, consolidate and decide order timing",C,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,14:52,14:57,14L,/,/,"Maximalisatie of an open PO for FPE Seals, originally 10L.",,7,Mapped / P,"Maximalisatie of the FPE Seals open PO is explicit. Preserve 10 original and 14 recorded lines without imposing a separately confirmed ADD/NONE result, Task 9, HOLD/proceed decision or pure decision duration.",,,Arno,live_family,,,,,57: OBS-19; 14:52 to 14:57,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,"| OBS-19 | PO | 14:52 | 14:57 | 14L | / | / | Maximalisatie of an open PO for FPE Seals, originally 10L. |","{""Case"": ""OBS-19"", ""Activity"": ""PO"", ""Start"": ""14:52"", ""End"": ""14:57"", ""Volume"": ""14L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Maximalisatie of an open PO for FPE Seals, originally 10L.""}",2026-09-23 / row 57,PO,1,1,5,0,,14,2026-09-23 / OBS-19,2026-09-23 / OBS-19,"Assess demand, consolidate and decide order timing",C,Ordering,C,,7,Mapped / P,2026-09-25,Reviewed; retain explicit uncertainties,"Yijie, 25 September 2026: MAX routinely checks Exact production-order and stock advice; he has not observed quantity adjustment. Arno explained that open POs can allow later demand consolidation. Dennis described per-PO processing cost. These are general explanations, not proof of a case-specific HOLD, saving or error.",5,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
2026-09-23,Baseline,58,OBS-19,SEND,Unresolved activity,?,Ordering,P,INCLUDE,VALID,2,2,Exact recorded interval,14:57,14:59,/,/,/,/,,unassigned,Unresolved / ?,"Blank SEND follows the MAX/open-PO case. Ordering context is provisional; no recipient, document, completed order or supplier-forwarding task is inferred.",,,Arno,live_family,,,,,58: OBS-19; 14:57 to 14:59,docs/measurement/Measure_Observation_2026-09-23.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af/docs/measurement/Measure_Observation_2026-09-23.md,f39fced7a0f317cc9aa9b7af4e9f1bee79d9c9af,2026-09-21,| OBS-19 | SEND | 14:57 | 14:59 | / | / | / | / |,"{""Case"": ""OBS-19"", ""Activity"": ""SEND"", ""Start"": ""14:57"", ""End"": ""14:59"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""/""}",2026-09-23 / row 58,SEND,1,1,2,0,,,2026-09-23 / OBS-19,2026-09-23 / OBS-19,Unresolved activity,?,Ordering,P,,unassigned,Unresolved / ?,2026-09-25,Reviewed; retain explicit uncertainties,,2,,,a9c7f8ddc98192b4c45ec4e9f2a63c10bc06bc3c7b81b661a4295824dcbfd260
