Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON
2026-08-28,Pilot,1,OBS-01/09,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,09:36,09:41,2L,1,,New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.,,7;8,Mapped / P,MAX search and assessment are supported; translated Tasks 7–8 remain provisional. No actual addition or hold/proceed outcome is inferred.,Translate source pre-31-August Tasks 8–9 to current Tasks 7–8. Maximalisatie supports ordering; actual consolidation (old Task 10/current Task 9) was not recorded. Preserve the merged OBS-01/09 case identity.,,Arno,historical_task_id,P,09:36–09:41,"2L, INT 1",5 / 5,1: OBS-01/09; 09:36–09:41,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01/09                                                         | 09:36–09:41 | 5   | 8–9             | P     | Maximalisatie                                           | 2L, INT 1      | New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.                                                                                                                                                                           |","{""Case"": ""OBS-01/09"", ""Time"": ""09:36–09:41"", ""Min"": ""5"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie"", ""Vol / INT"": ""2L, INT 1"", ""Observation note"": ""New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.""}"
2026-09-18,Baseline,32,OBS-13,PO,"Prepare, amend or release a purchase order",P,Ordering,P,REVIEW_SCOPE,VALID,,3,Exact recorded interval,11:52,11:55,3L,/,1,,,17,Mapped / P,"The PO row and case note support probable order preparation, but initial demand versus an existing availability response remains a scope question. No specific HOLD or approval action is inferred from the decision flag.",PO work is recorded and the spanning case note describes a requested 15 October delivery and supplier quantity shortage. Initial order preparation versus response to an existing unavailability issue cannot be separated; preserve the DEC flag without inventing a specific decision task.,,Arno,live_family,,,,3 / n/a,32: OBS-13; 11:52 to 11:55,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-13 | PO | 11:52 | 11:55 | 3L | / | 1 | |,"{""Case"": ""OBS-13"", ""Activity"": ""PO"", ""Start"": ""11:52"", ""End"": ""11:55"", ""Volume"": ""3L"", ""INT"": ""/"", ""DEC?"": ""1"", ""Note"": """"}"
2026-09-18,Baseline,33,OBS-13,SEND,Unresolved activity,?,Ordering,P,REVIEW_SCOPE,VALID,,2,Exact recorded interval,11:56,11:58,/,/,/,,,23,Mapped / P,"A SEND episode follows same-case order work, but the document, recipient and purpose are unrecorded. Prior stage/scope judgments remain visible; they do not establish supplier-PO sending. Apply the same evidence threshold as other blank SEND rows.","SEND follows OBS-13 PO work, so supplier-order communication is probable. The spanning note also describes partial availability/delivery arrangements; scope cannot be separated from the unavailability response, and no Task 23 confirmation is asserted.",,Arno,live_family,,,,2 / n/a,33: OBS-13; 11:56 to 11:58,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-13 | SEND | 11:56 | 11:58 | / | / | / | |,"{""Case"": ""OBS-13"", ""Activity"": ""SEND"", ""Start"": ""11:56"", ""End"": ""11:58"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,34,OBS-09,SEND,Unresolved activity,?,Ordering,P,REVIEW_SCOPE,VALID,,1,Exact recorded interval,11:58,11:59,/,/,/,,,23,Mapped / P,"A SEND episode follows same-case order work, but the document, recipient and purpose are unrecorded. Prior stage/scope judgments remain visible; they do not establish supplier-PO sending. Apply the same evidence threshold as other blank SEND rows.","SEND probably communicates the OBS-09 order, but its content is unspecified and that order combines original demand with the excluded OBS-05 replacement response. No separable eligible sending duration is established.",,Arno,live_family,,,,1 / n/a,34: OBS-09; 11:58 to 11:59,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-09 | SEND | 11:58 | 11:59 | / | / | / | |,"{""Case"": ""OBS-09"", ""Activity"": ""SEND"", ""Start"": ""11:58"", ""End"": ""11:59"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,35,OBS-03,EXC,Follow up order status or delivery commitments,P,Monitoring,P,EXCLUDE_EXC,VALID,,2,Exact recorded interval,11:59,12:01,/,/,/,"Following an internal meeting, the supplier told Arno that the delay would not happen again.",,unassigned,U / P,The supplier assurance about avoiding another delay is probable delivery-commitment follow-up. No invoice investigation or supplier-performance evaluation is established.,Supplier assurance about avoiding a repeated delay is aftercare context. EXC remains excluded; no specific registered buyer task or Finance return is demonstrated.,,Arno,live_family,,,,2 / n/a,35: OBS-03; 11:59 to 12:01,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-03 | EXC | 11:59 | 12:01 | / | / | / | Following an internal meeting, the supplier told Arno that the delay would not happen again. |","{""Case"": ""OBS-03"", ""Activity"": ""EXC"", ""Start"": ""11:59"", ""End"": ""12:01"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Following an internal meeting, the supplier told Arno that the delay would not happen again.""}"
2026-09-18,Baseline,36,OBS-03,CHECK,Check and process supplier confirmations,P,Monitoring,P,INCLUDE,VALID,7,7,Exact recorded interval,12:01,12:08,5L,/,/,Post-order price check.,,26,Mapped / P,"Explicit post-order price checking probably concerns confirmation comparison, but the compared documents are unspecified. Do not assert confirmation identity, correction or archiving.","Explicit post-order price checking is eligible routine monitoring, independently of this case's earlier EXC. Task 26 is only a probable confirmation-comparison interpretation; the confirmation document is not explicitly identified.",,Arno,live_family,,,,7 / 7,36: OBS-03; 12:01 to 12:08,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-03 | CHECK | 12:01 | 12:08 | 5L | / | / | Post-order price check. |,"{""Case"": ""OBS-03"", ""Activity"": ""CHECK"", ""Start"": ""12:01"", ""End"": ""12:08"", ""Volume"": ""5L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Post-order price check.""}"
2026-09-18,Baseline,37,OBS-09,CHECK,Check and process supplier confirmations,P,Monitoring,P,INCLUDE,VALID,5,5,Exact recorded interval,12:08,12:13,3L,/,/,Post-order price check.,,26,Mapped / P,"This separate post-order price check provisionally fits confirmation processing. The source does not identify its compared documents, and the earlier mixed-scope PO does not dictate this episode's eligibility.","The separately observed post-order price check is routine control, not automatically the earlier mixed-scope PO episode. Task 26 and confirmation monitoring are provisional because the compared documents are unspecified.",,Arno,live_family,,,,5 / 5,37: OBS-09; 12:08 to 12:13,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-09 | CHECK | 12:08 | 12:13 | 3L | / | / | Post-order price check. |,"{""Case"": ""OBS-09"", ""Activity"": ""CHECK"", ""Start"": ""12:08"", ""End"": ""12:13"", ""Volume"": ""3L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Post-order price check.""}"
2026-09-18,Baseline,38,OBS-11,CHECK,Check and process supplier confirmations,P,Monitoring,P,INCLUDE,VALID,2,2,Exact recorded interval,12:15,12:17,3L,/,/,Post-order price check.,,26,Mapped / P,"The post-order price check is provisionally classified as confirmation processing. No confirmation document, correction or archiving step is expressly named.","Explicit post-order price checking provisionally fits confirmation monitoring. The record does not identify the compared documents, so Task 26 is probable rather than established; no correction task is added.",,Arno,live_family,,,,2 / 2,38: OBS-11; 12:15 to 12:17,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-11 | CHECK | 12:15 | 12:17 | 3L | / | / | Post-order price check. |,"{""Case"": ""OBS-11"", ""Activity"": ""CHECK"", ""Start"": ""12:15"", ""End"": ""12:17"", ""Volume"": ""3L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Post-order price check.""}"
2026-09-18,Baseline,39,OBS-12,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,1,Exact recorded interval,12:17,12:18,/,/,/,Maurice asked what a received item was for; see clarification below.,,unassigned,U / C,"The buyer tries to determine whether a received item belongs to production, sales or VRD. Against the separately corrected UNKNOWN stage, receipt alone does not prove a purchasing discrepancy, post-receipt corrective action or Toewijzen.","Tracing the purpose of an already received item is post-receipt aftercare. EXC exclusion applies; no Toewijzen action, known production/sales/VRD link or resolution is inferred. Stage reassessment, 21 September: The item has been received, but its purpose is being queried. Receipt alone does not establish discrepancy resolution or supplier evaluation. Current stage: UNKNOWN / ?.","21 September: VW6 / P to UNKNOWN / ?. The item has been received, but its purpose is being queried. Receipt alone does not establish discrepancy resolution or supplier evaluation.",Arno,live_family,,,,1 / n/a,39: OBS-12; 12:17 to 12:18,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-12 | EXC | 12:17 | 12:18 | / | / | / | Maurice asked what a received item was for; see clarification below. |,"{""Case"": ""OBS-12"", ""Activity"": ""EXC"", ""Start"": ""12:17"", ""End"": ""12:18"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Maurice asked what a received item was for; see clarification below.""}"
2026-09-18,Baseline,40,OBS-10,SEND,Unresolved activity,?,Ordering,P,INCLUDE,UNCERTAIN,,2,Exact recorded interval,12:19,12:21,/,/,/,Drawing received from the engineer.,,unassigned,Unresolved / ?,"The SEND-labelled row records receiving a drawing, without identifying active buyer handling. Keep the activity unresolved and the existing quality uncertainty; do not classify supplier-PO sending or count receipt as buyer work.","Original SEND row records a drawing received from the engineer. Order-preparation purpose is probable, but receipt alone does not identify an active buyer action. Preserve two recorded minutes and original family; analysis minutes remain blank and no Task 23 is assigned.",,Arno,live_family,,,,2 / n/a,40: OBS-10; 12:19 to 12:21,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-10 | SEND | 12:19 | 12:21 | / | / | / | Drawing received from the engineer. |,"{""Case"": ""OBS-10"", ""Activity"": ""SEND"", ""Start"": ""12:19"", ""End"": ""12:21"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Drawing received from the engineer.""}"
2026-09-18,Baseline,41,OBS-10,CLAR,Receive and complete a defined purchasing request,C,Ordering,C,INCLUDE,VALID,4,4,Exact recorded interval,12:21,12:25,/,/,/,Final check that the drawing and its information were complete.,,4,Mapped / C,The buyer checks completeness of the drawing and its information for an already defined PO. This completes request information; it is not observed development of new requirements or a documented finished-order pre-release control.,Checking that the drawing and its information are complete validates supplied article/specification information for this already defined PO. No new requirement definition is established.,,Arno,live_family,,,,4 / 4,41: OBS-10; 12:21 to 12:25,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-10 | CLAR | 12:21 | 12:25 | / | / | / | Final check that the drawing and its information were complete. |,"{""Case"": ""OBS-10"", ""Activity"": ""CLAR"", ""Start"": ""12:21"", ""End"": ""12:25"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Final check that the drawing and its information were complete.""}"
2026-09-18,Baseline,42,OBS-14,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,13:08,13:10,/,/,/,Discuss when the goods would be collected.,,unassigned,U / P,Discussing collection is logistics-related coordination. It does not establish supplier-order monitoring or a completed-receipt discrepancy.,"Discussing goods collection is excluded EXC and logistics-related coordination. No supplier purchasing-order follow-up or completed receipt is established, so the purchasing stage remains unresolved.",,Arno,live_family,,,,2 / n/a,42: OBS-14; 13:08 to 13:10,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-14 | EXC | 13:08 | 13:10 | / | / | / | Discuss when the goods would be collected. |,"{""Case"": ""OBS-14"", ""Activity"": ""EXC"", ""Start"": ""13:08"", ""End"": ""13:10"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Discuss when the goods would be collected.""}"
2026-09-18,Baseline,43,OBS-15,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,13:10,13:12,/,/,/,Attach a certificate to the PO; the source also notes 18/09.,,unassigned,U / C,"A certificate is attached to a PO, but its transaction purpose is unknown. It is neither a supplier confirmation nor clearly article/supplier master-data maintenance.",Attaching a certificate is explicitly EXC. It is not order-confirmation archiving under Task 28; the transaction stage of this certificate work is not established.,,Arno,live_family,,,,2 / n/a,43: OBS-15; 13:10 to 13:12,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-15 | EXC | 13:10 | 13:12 | / | / | / | Attach a certificate to the PO; the source also notes 18/09. |,"{""Case"": ""OBS-15"", ""Activity"": ""EXC"", ""Start"": ""13:10"", ""End"": ""13:12"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Attach a certificate to the PO; the source also notes 18/09.""}"
2026-09-18,Baseline,44,OBS-16,REQ-mail,Follow up order status or delivery commitments,C,Monitoring,C,EXCLUDE_AFTERCARE,VALID,,,Untimed,/,/,/,/,/,Request for PO status.,,unassigned,U / C,"The email explicitly requests status of existing POs. This is order-status follow-up intake, not receipt of a new purchasing need.","Request for status of existing POs is aftercare intake, not a new purchasing need. It is excluded independently from the raw REQ-mail family; no intake duration is supplied.",,Arno,live_family,,,,n/a / n/a,44: OBS-16; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | REQ-mail | / | / | / | / | / | Request for PO status. |,"{""Case"": ""OBS-16"", ""Activity"": ""REQ-mail"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Request for PO status.""}"
2026-09-18,Baseline,45,OBS-16,EXC,Follow up order status or delivery commitments,C,Monitoring,C,EXCLUDE_EXC,VALID,,5,Exact recorded interval,13:12,13:17,/,1,/,Arno checked the relevant POs and forwarded the information; three items involved.,,unassigned,U / C,Checking existing PO delivery status and forwarding that information are explicit monitoring actions. Expected receipt of an item is not treated as confirmed receipt.,Existing-PO delivery-status checking and information forwarding are monitoring/aftercare. EXC remains excluded; expected receipt of one item is not treated as confirmed receipt.,,Arno,live_family,,,,5 / n/a,45: OBS-16; 13:12 to 13:17,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-16 | EXC | 13:12 | 13:17 | / | 1 | / | Arno checked the relevant POs and forwarded the information; three items involved. |,"{""Case"": ""OBS-16"", ""Activity"": ""EXC"", ""Start"": ""13:12"", ""End"": ""13:17"", ""Volume"": ""/"", ""INT"": ""1"", ""DEC?"": ""/"", ""Note"": ""Arno checked the relevant POs and forwarded the information; three items involved.""}"
2026-09-18,Baseline,46,OBS-17,EXC,Follow up order status or delivery commitments,P,Monitoring,P,EXCLUDE_EXC,VALID,,6,Exact recorded interval,13:17,13:23,/,/,/,Follow up on delivery and an incorrect component size; see clarification below.,,unassigned,U / P,"The interval combines delivery follow-up with discussion of a wrong-size/revision issue. Monitoring is probable, but the revision interpretation and actual receipt remain uncertain; no separate post-receipt category or time split is asserted.",Delivery follow-up and wrong-size/revision problem are excluded EXC. Monitoring is probable; the meaning of revisie is tentative and completed receipt is not confirmed.,,Arno,live_family,,,,6 / n/a,46: OBS-17; 13:17 to 13:23,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-17 | EXC | 13:17 | 13:23 | / | / | / | Follow up on delivery and an incorrect component size; see clarification below. |,"{""Case"": ""OBS-17"", ""Activity"": ""EXC"", ""Start"": ""13:17"", ""End"": ""13:23"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Follow up on delivery and an incorrect component size; see clarification below.""}"
2026-09-18,Baseline,47,OBS-18,SEND,Send the purchase order to the supplier,P,Ordering,C,INCLUDE,VALID,3,3,Exact recorded interval,13:23,13:26,/,/,/,Forward a PO approved by Johan.,,23,Mapped / P,"An approved PO is explicitly forwarded, but the recipient is not named. Supplier sending remains provisional, and Johan's approval is not included as Arno's activity.","Forwarding an approved PO is explicit and supplier forwarding under Task 23 is probable; the recipient is not named. Johan's approval is not assigned any of Arno's minutes, and no additional post-approval task is inferred.",,Arno,live_family,,,,3 / 3,47: OBS-18; 13:23 to 13:26,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-18 | SEND | 13:23 | 13:26 | / | / | / | Forward a PO approved by Johan. |,"{""Case"": ""OBS-18"", ""Activity"": ""SEND"", ""Start"": ""13:23"", ""End"": ""13:26"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Forward a PO approved by Johan.""}"
2026-09-18,Baseline,48,OBS-19,CLAR,"Search for, compare or choose suppliers",P,Supplier selection,P,INCLUDE,VALID,10,10,Exact recorded interval,13:27,13:37,/,/,/,Look for a cheaper option for paper sheets; ask Raja Pak for a whole-pallet price.,,unassigned,U / P,"Comparing cheaper supply options and asking for a whole-pallet price provisionally support supplier comparison. This does not establish a final supplier choice, award, negotiated price or contract.","Cheaper-supplier comparison and whole-pallet price enquiry support supplier-selection activity provisionally. This is not necessarily current supplier versus Exact price comparison (Task 15), nor observed negotiation/contracting.",,Arno,live_family,,,,10 / 10,48: OBS-19; 13:27 to 13:37,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-19 | CLAR | 13:27 | 13:37 | / | / | / | Look for a cheaper option for paper sheets; ask Raja Pak for a whole-pallet price. |,"{""Case"": ""OBS-19"", ""Activity"": ""CLAR"", ""Start"": ""13:27"", ""End"": ""13:37"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Look for a cheaper option for paper sheets; ask Raja Pak for a whole-pallet price.""}"
2026-09-18,Baseline,49,OBS-19,SEND,"Search for, compare or choose suppliers",P,Supplier selection,P,INCLUDE,VALID,,,Untimed,/,/,/,/,/,,,unassigned,U / P,"The untimed SEND belongs to the supplier-price comparison enquiry. Its exact content and recipient are not repeated, so selection-related communication remains provisional.","Untimed SEND belongs to the documented supplier-price enquiry for paper sheets; selection-related communication is probable. Its content/recipient are not repeated in this row, so no supplier-PO forwarding task is assigned.",,Arno,live_family,,,,n/a / n/a,49: OBS-19; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-19 | SEND | / | / | / | / | / | |,"{""Case"": ""OBS-19"", ""Activity"": ""SEND"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,50,OBS-20,SEND,Send the purchase order to the supplier,P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:40,13:41,/,/,/,PO approved by Johan.,,23,Mapped / P,"The SEND row concerns an approved PO, supporting probable supplier-order sending. The recipient and action details are omitted; approval itself was another person's action.",SEND and an approved-PO note support ordering communication. Supplier forwarding is probable only because recipient/action details are omitted; Johan's approval is not Arno's timed action.,,Arno,live_family,,,,1 / 1,50: OBS-20; 13:40 to 13:41,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-20 | SEND | 13:40 | 13:41 | / | / | / | PO approved by Johan. |,"{""Case"": ""OBS-20"", ""Activity"": ""SEND"", ""Start"": ""13:40"", ""End"": ""13:41"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""PO approved by Johan.""}"
2026-09-18,Baseline,51,OBS-21,REQ-exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,/,/,/,/,/,,,1,Mapped / P,Exact intake is linked to defined-demand PO/MAX processing. No separate Exact navigation or demand decision is inferred from the untimed intake.,Exact intake is linked to the subsequent defined-demand PO/MAX work. No separate Task 12 navigation or decision is inferred.,,Arno,live_family,,,,n/a / n/a,51: OBS-21; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | REQ-exact | / | / | / | / | / | |,"{""Case"": ""OBS-21"", ""Activity"": ""REQ-exact"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,52,OBS-21,PO,Combined activities,P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:42,13:43,27L,/,/,The source notes 24 original lines.,"Assess demand, consolidate and decide order timing; Prepare, amend or release a purchase order",7;9;17,Mapped / P,"The case explicitly links MAX with this PO episode and added demand, supporting probable consolidation and PO preparation together. The grouped demand category does not assert a HOLD/proceed decision; retain the single minute once.","Case clarification explicitly associates maximisatie with this PO row; 24 original lines and 27L support probable consolidation coverage. Keep the combined episode once; no post-MAX HOLD/proceed decision, task-level time split or changed DEC value is inferred.",,Arno,live_family,,,,1 / 1,52: OBS-21; 13:42 to 13:43,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | PO | 13:42 | 13:43 | 27L | / | / | The source notes 24 original lines. |,"{""Case"": ""OBS-21"", ""Activity"": ""PO"", ""Start"": ""13:42"", ""End"": ""13:43"", ""Volume"": ""27L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""The source notes 24 original lines.""}"
2026-09-18,Baseline,53,OBS-21,CLAR,Unresolved activity,?,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,13:43,13:44,/,/,/,,,unassigned,Unresolved / ?,The CLAR description is blank. Its position between order steps suggests an ordering stage but does not identify the particular activity.,"Description is blank, but this CLAR occurs between documented steps preparing the same order. Ordering purpose is probable; no specific enquiry, validation or decision task is assigned.",,Arno,live_family,,,,1 / 1,53: OBS-21; 13:43 to 13:44,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | CLAR | 13:43 | 13:44 | / | / | / | |,"{""Case"": ""OBS-21"", ""Activity"": ""CLAR"", ""Start"": ""13:43"", ""End"": ""13:44"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
